avant : line->pos :  114 | POS_X POS_Y : (116,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   18 | POS_X POS_Y : (20,0)
milieu : line->pos :   18 | POS_X POS_Y : (20,0)
milieu2 : line->pos :   28 | POS_X POS_Y : (30,0)
apres : line->pos :   28 | POS_X POS_Y : (30,0)
avant : line->pos :   18 | POS_X POS_Y : (20,0)
milieu : line->pos :   18 | POS_X POS_Y : (20,0)
milieu2 : line->pos :   23 | POS_X POS_Y : (25,0)
apres : line->pos :   23 | POS_X POS_Y : (25,0)
avant : line->pos :   18 | POS_X POS_Y : (20,0)
milieu : line->pos :   18 | POS_X POS_Y : (20,0)
milieu2 : line->pos :   21 | POS_X POS_Y : (23,0)
apres : line->pos :   21 | POS_X POS_Y : (23,0)
avant : line->pos :   18 | POS_X POS_Y : (20,0)
milieu : line->pos :   18 | POS_X POS_Y : (20,0)
milieu2 : line->pos :   27 | POS_X POS_Y : (29,0)
apres : line->pos :   27 | POS_X POS_Y : (29,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   10 | POS_X POS_Y : (12,0)
apres : line->pos :   10 | POS_X POS_Y : (12,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   22 | POS_X POS_Y : (24,0)
apres : line->pos :   22 | POS_X POS_Y : (24,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   18 | POS_X POS_Y : (20,0)
apres : line->pos :   18 | POS_X POS_Y : (20,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   17 | POS_X POS_Y : (19,0)
apres : line->pos :   17 | POS_X POS_Y : (19,0)
avant : line->pos :   13 | POS_X POS_Y : (15,0)
milieu : line->pos :   13 | POS_X POS_Y : (15,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   19 | POS_X POS_Y : (21,0)
apres : line->pos :   19 | POS_X POS_Y : (21,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :   10 | POS_X POS_Y : (12,0)
milieu : line->pos :   10 | POS_X POS_Y : (12,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    6 | POS_X POS_Y : (8,0)
apres : line->pos :    6 | POS_X POS_Y : (8,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    4 | POS_X POS_Y : (6,0)
milieu : line->pos :    4 | POS_X POS_Y : (6,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   28 | POS_X POS_Y : (30,0)
apres : line->pos :   28 | POS_X POS_Y : (30,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   32 | POS_X POS_Y : (34,0)
apres : line->pos :   32 | POS_X POS_Y : (34,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   32 | POS_X POS_Y : (34,0)
apres : line->pos :   32 | POS_X POS_Y : (34,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   14 | POS_X POS_Y : (16,0)
apres : line->pos :   14 | POS_X POS_Y : (16,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   15 | POS_X POS_Y : (17,0)
apres : line->pos :   15 | POS_X POS_Y : (17,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   10 | POS_X POS_Y : (12,0)
apres : line->pos :   10 | POS_X POS_Y : (12,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   10 | POS_X POS_Y : (12,0)
apres : line->pos :   10 | POS_X POS_Y : (12,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    9 | POS_X POS_Y : (11,0)
apres : line->pos :    9 | POS_X POS_Y : (11,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :   13 | POS_X POS_Y : (15,0)
apres : line->pos :   13 | POS_X POS_Y : (15,0)
avant : line->pos :    5 | POS_X POS_Y : (7,0)
milieu : line->pos :    5 | POS_X POS_Y : (7,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   10 | POS_X POS_Y : (12,0)
apres : line->pos :   10 | POS_X POS_Y : (12,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
apres : line->pos :   11 | POS_X POS_Y : (13,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    0 | POS_X POS_Y : (2,0)
milieu : line->pos :    0 | POS_X POS_Y : (2,0)
milieu2 : line->pos :   16 | POS_X POS_Y : (18,0)
apres : line->pos :   16 | POS_X POS_Y : (18,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    6 | POS_X POS_Y : (8,0)
apres : line->pos :    6 | POS_X POS_Y : (8,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    5 | POS_X POS_Y : (7,0)
apres : line->pos :    5 | POS_X POS_Y : (7,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    6 | POS_X POS_Y : (8,0)
apres : line->pos :    6 | POS_X POS_Y : (8,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    8 | POS_X POS_Y : (10,0)
apres : line->pos :    8 | POS_X POS_Y : (10,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    5 | POS_X POS_Y : (7,0)
apres : line->pos :    5 | POS_X POS_Y : (7,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   12 | POS_X POS_Y : (14,0)
apres : line->pos :   12 | POS_X POS_Y : (14,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    6 | POS_X POS_Y : (8,0)
apres : line->pos :    6 | POS_X POS_Y : (8,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :    7 | POS_X POS_Y : (9,0)
apres : line->pos :    7 | POS_X POS_Y : (9,0)
avant : line->pos :    3 | POS_X POS_Y : (5,0)
milieu : line->pos :    3 | POS_X POS_Y : (5,0)
milieu2 : line->pos :   11 | POS_X POS_Y : (13,0)
